,Date,Actual,Predicted,Sector Code
0,2/1/2003,-0.042,-0.005,CD_Mnth
1,3/1/2003,0.0022,-0.042,CD_Mnth
2,4/1/2003,0.0147,0.0022,CD_Mnth
3,5/1/2003,0.11699999999999999,-0.0034,CD_Mnth
4,6/1/2003,0.0654,0.0673,CD_Mnth
5,7/1/2003,-0.0074,0.0626,CD_Mnth
6,8/1/2003,0.0298,0.017,CD_Mnth
7,9/1/2003,0.0579,-0.0619,CD_Mnth
8,10/1/2003,-0.0489,0.0109,CD_Mnth
9,11/1/2003,0.0891,0.087,CD_Mnth
10,12/1/2003,0.0099,0.0085,CD_Mnth
11,1/1/2004,0.0333,-0.0619,CD_Mnth
12,2/1/2004,-0.0101,0.087,CD_Mnth
13,3/1/2004,0.0249,0.0673,CD_Mnth
14,4/1/2004,-0.0062,0.017,CD_Mnth
15,5/1/2004,-0.0166,0.0088,CD_Mnth
16,6/1/2004,0.0032,-0.0074,CD_Mnth
17,7/1/2004,0.0079,0.0099,CD_Mnth
18,8/1/2004,-0.0401,-0.042,CD_Mnth
19,9/1/2004,-0.0043,0.01105,CD_Mnth
20,10/1/2004,0.03,0.0032,CD_Mnth
21,11/1/2004,0.0407,0.0079,CD_Mnth
22,12/1/2004,0.0453,0.0407,CD_Mnth
23,1/1/2005,0.0442,0.0626,CD_Mnth
24,2/1/2005,-0.046,0.0088,CD_Mnth
25,3/1/2005,-0.0065,0.0032,CD_Mnth
26,4/1/2005,-0.0089,-0.046,CD_Mnth
27,5/1/2005,-0.0414,-0.0401,CD_Mnth
28,6/1/2005,0.037000000000000005,0.0563,CD_Mnth
29,7/1/2005,-0.0045,0.0032,CD_Mnth
30,8/1/2005,0.0531,0.0563,CD_Mnth
31,9/1/2005,-0.0331,-0.0401,CD_Mnth
32,10/1/2005,-0.0283,-0.0074,CD_Mnth
33,11/1/2005,-0.0221,-0.0283,CD_Mnth
34,12/1/2005,0.043,0.0533,CD_Mnth
35,1/1/2006,-0.0226,-0.0256,CD_Mnth
36,2/1/2006,0.0206,-0.0043,CD_Mnth
37,3/1/2006,0.0106,-0.0283,CD_Mnth
38,4/1/2006,0.0087,0.0109,CD_Mnth
39,5/1/2006,0.008,0.0086,CD_Mnth
40,6/1/2006,-0.0141,-0.022350000000000002,CD_Mnth
41,7/1/2006,-0.0027,0.008,CD_Mnth
42,8/1/2006,-0.0382,-0.0414,CD_Mnth
43,9/1/2006,0.0236,0.043,CD_Mnth
44,10/1/2006,0.0588,0.01075,CD_Mnth
45,11/1/2006,0.067,0.0299,CD_Mnth
46,12/1/2006,0.0099,0.0588,CD_Mnth
47,1/1/2007,0.0247,0.0407,CD_Mnth
48,2/1/2007,0.0233,0.0299,CD_Mnth
49,3/1/2007,-0.0312,-0.0141,CD_Mnth
50,4/1/2007,-0.0039,0.0299,CD_Mnth
51,5/1/2007,0.0207,-0.0118,CD_Mnth
52,6/1/2007,0.0355,0.037000000000000005,CD_Mnth
53,7/1/2007,-0.0214,0.0088,CD_Mnth
54,8/1/2007,-0.0607,0.03,CD_Mnth
55,9/1/2007,0.0005,-0.0027,CD_Mnth
56,10/1/2007,-0.0049,0.067,CD_Mnth
57,11/1/2007,-0.0109,0.0088,CD_Mnth
58,12/1/2007,-0.0433,-0.0632,CD_Mnth
59,1/1/2008,-0.0539,-0.0433,CD_Mnth
60,2/1/2008,-0.0124,0.03,CD_Mnth
61,3/1/2008,-0.0427,-0.0158,CD_Mnth
62,4/1/2008,-0.0016,0.0032,CD_Mnth
63,5/1/2008,0.035,0.0236,CD_Mnth
64,6/1/2008,0.0,-0.0607,CD_Mnth
65,7/1/2008,-0.1316,-0.0645,CD_Mnth
66,8/1/2008,0.0222,0.0207,CD_Mnth
