Date,CS_Mnth,CD_Mnth,Enrgy_Mnth,Fncl_Mnth,HlthC_Mnth,Indstrl_Mnth,Mtrls_Mnth,Tech_Mnth,Util_Mnth,Unempl,Jobs_Non-Farm (000s),Hrly_Wages,CPI_urban,PPI_Commodity,Imp_Exp _Indx,haircut_price,cardboard_pice,Cnstrct_InPlace ($mms),Houses_Sold (000s),House_starts (000s),"SB (AFC_0,NFC_1)",Cosmetics_ index,bodies,unidentified_ bodies,underwear,beer_ %change
11/1/2017,-0.0137,0.0233,0.0084,0.0349,-0.0088,0.011,0.0453,0.0675,0.0413,0.042,147421,26.55,247.333,114.3,125.3,157.64,349,1300051,712,1290,0,189.402,75,31,145,-0.1
12/1/2017,0.0505,0.0462,0.0186,0.0318,0.0268,0.0367,0.0062,0.0032,0.0286,0.041,147551,26.64,247.847,114.3,125.5,157.99,347.6,1313781,657,1184,0,187.64,94,27,145,-0.5
1/1/2018,0.0182,0.0265,0.0435,0.0192,-0.0053,0.0207,0.0198,0.012,-0.0725,0.041,147672,26.71,248.816,114.8,126.5,158.74,347.6,1348653,622,1300,0,188.142,105,51,145,1.5
2/1/2018,0.0114,0.081,0.0321,0.0566,0.0575,0.0435,0.0273,0.0621,-0.0321,0.041,148078,26.75,249.475,115.1,126.8,158.99,347.3,1373812,637,1283,1,187.218,99,29,145,0
3/1/2018,-0.075,-0.0276,-0.1105,-0.027,-0.043,-0.0321,-0.0466,0.0019,-0.0357,0.04,148254,26.84,249.413,115.4,126.5,159.52,347.3,1358387,662,1318,1,187.094,86,31,145,1
4/1/2018,-0.0152,-0.0336,0.0072,-0.0454,-0.0349,-0.034,-0.0478,-0.0464,0.0297,0.04,148391,26.91,249.957,115.5,127.1,160.21,351.3,1362805,637,1263,1,188.364,78,33,146.2,0.2
5/1/2018,-0.0421,0.0266,0.0937,-0.0065,0.0136,-0.0265,-0.0009,0.0032,0.0186,0.038,148669,26.98,250.64,116,128.2,160.53,357,1362246,657,1323,1,188.045,65,33,146.2,0.6
6/1/2018,-0.0092,0.0277,0.0387,0.0044,0.0071,0.0383,0.0337,0.0765,-0.0136,0.04,148888,27.04,251.176,116.3,128.2,161.78,362,1341076,613,1178,1,186.379,69,35,146.2,-0.5
7/1/2018,0.0301,0.0216,-0.0114,-0.0414,0.0031,-0.0508,-0.0164,-0.0213,0.0222,0.038,149024,27.11,251.482,116.5,128.1,161.87,362.3,1333714,617,1184,1,186.493,69,42,146.2,0.5
8/1/2018,0.0411,0.0264,0.0138,0.0667,0.0708,0.0782,0.0338,0.0372,0.0096,0.038,149268,27.22,251.905,116.5,127.6,161.73,362.5,1332656,598,1274,1,185.514,78,17,146.2,-0.8
9/1/2018,0.0056,0.0489,-0.0218,0.005,0.043,0.0023,-0.0082,0.0535,0.0198,0.037,149348,27.31,252.261,116.7,127.7,161.87,363.4,1316355,596,1234,1,185.224,79,23,146.2,1.5
10/1/2018,0.0056,0.0092,0.0166,-0.0187,0.0303,0.0332,-0.0145,0.0074,-0.0194,0.038,149549,27.36,252.777,117.5,128.3,162.77,363.4,1301777,552,1205,1,184.692,74,31,146.2,0.1
11/1/2018,0.0207,-0.1027,-0.1147,-0.0501,-0.0682,-0.1158,-0.0803,-0.0846,0.0244,0.037,149683,27.44,252.662,117.4,126.2,162.93,361.8,1287767,614,1195,1,184.545,67,20,146.2,0.6
12/1/2018,0.0241,0.0417,0.0048,0.0383,0.0765,0.0533,0.0405,0.0035,0.0305,0.039,149865,27.54,252.653,117.3,124.4,163.66,361.8,1289604,564,1107,1,184.126,85,22,146.2,-0.1
1/1/2019,-0.1102,-0.117,-0.1653,-0.1422,-0.1109,-0.1414,-0.1069,-0.1282,-0.0487,0.04,150134,27.58,252.55,117,124.6,163.86,361.5,1314616,637,1260,1,184.632,83,33,146.2,-0.1
2/1/2019,0.0659,0.1082,0.1423,0.1069,0.0657,0.1343,0.0711,0.0922,0.0345,0.038,150135,27.69,253.181,117.2,125.9,164.32,361.5,1324229,665,1124,0,183.43,85,19,146.2,0.2
3/1/2019,0.0177,0.0302,0.0175,0.0296,0.0159,0.0685,0.0399,0.0771,0.0458,0.038,150282,27.76,254.095,117.7,126.6,164.54,361.8,1337504,700,1191,0,182.898,75,24,146.2,0.8
4/1/2019,0.0316,0.0329,0.0146,-0.031,0.001,-0.0155,0.0079,0.0462,0.02,0.036,150492,27.81,254.943,118.2,126.8,164.41,360.8,1356014,664,1262,0,183.312,88,23,147.2,-0.4
5/1/2019,0.0277,0.0479,-0.0065,0.0822,-0.0317,0.0334,0.0293,0.064,0.0064,0.036,150577,27.87,255.167,118.4,127,164.4,360.8,1352895,600,1260,0,182.107,87,35,148.3,-0.1
6/1/2019,-0.0362,-0.0798,-0.1052,-0.0742,-0.0226,-0.0808,-0.0805,-0.0943,-0.0017,0.037,150759,27.96,255.402,118.2,125.6,164.71,360.8,1354080,726,1223,0,182.115,96,24,148.3,1.1
7/1/2019,0.0481,0.0907,0.0901,0.0751,0.0688,0.0851,0.114,0.1088,0.021,0.037,150953,28.05,256.087,118.5,125.6,165.53,360.8,1366042,661,1208,0,183.13,95,45,148.3,0.4
8/1/2019,0.0211,0.002,-0.0386,0.0111,-0.0238,-0.0047,-0.0112,0.0135,-0.0037,0.037,151160,28.16,256.294,118.6,124.9,166.2,363.4,1378956,706,1368,0,184.129,87,31,148.3,0.6
9/1/2019,0.0144,-0.016,-0.0881,-0.0542,-0.0118,-0.034,-0.0347,-0.0252,0.0523,0.035,151368,28.16,256.593,118.3,125,166.36,362.8,1393304,726,1262,0,183.76,86,37,148.3,-0.4
10/1/2019,0.0164,0.0166,0.0504,0.0536,0.0033,0.0382,0.0363,0.0256,0.0313,0.036,151553,28.24,257.229,118.7,124.5,166.83,363,1386826,706,1330,0,183.061,103,31,148.3,-0.4
11/1/2019,-0.0029,0.0041,-0.0194,0.0281,0.0541,0.0148,0.0034,0.0378,-0.0036,0.035,151814,28.34,257.824,118.6,124.7,167.6,363,1405510,696,1361,0,182.375,122,38,148.3,1.1
12/1/2019,0.01,0.0088,0.0144,0.0443,0.0465,0.0376,0.0248,0.0506,-0.024,0.035,151998,28.37,258.444,118.9,125,168.08,362.9,1410267,731,1568,0,178.974,119,43,148.3,0.5
1/1/2020,0.0197,0.0299,0.0228,0.0228,0.0249,0.0002,0.0315,0.0488,0.0316,0.036,152212,28.43,258.82,119.2,125.2,169.22,359.9,1437719,774,1612,0,179.656,137,45,148.3,1
2/1/2020,0.0049,-0.0015,-0.117,-0.0233,-0.0229,-0.0061,-0.0644,0.0318,0.0674,0.035,152463,28.52,259.05,118.6,124.3,169.76,359.7,1441145,716,1564,0,181.381,118,59,148.6,0.6
3/1/2020,-0.0836,-0.0781,-0.1328,-0.117,-0.072,-0.0932,-0.08,-0.0574,-0.0954,0.044,151090,28.69,257.953,118.1,121.3,169.9,359.1,1436727,612,1266,0,181.669,213,42,148.6,17
4/1/2020,-0.0881,-0.1879,-0.3924,-0.2598,-0.0758,-0.2376,-0.1847,-0.1375,-0.1485,0.147,130303,30.03,255.902,116.6,118.2,169.9,358.9,1387936,570,932,0,180.95,753,51,148.6,-7.4
5/1/2020,0.0934,0.1979,0.3236,0.1283,0.1515,0.1188,0.1749,0.1522,0.0633,0.133,133028,29.7,255.768,117.2,119,170.17,358.9,1369363,698,1035,0,179.553,260,43,148.6,8.6
6/1/2020,0.0228,0.1002,0.0398,0.0562,0.0382,0.0717,0.0881,0.0907,0.0544,0.111,137809,29.32,257.214,117.5,120.6,172.08,358.9,1383647,840,1263,0,178.426,133,43,148.6,0
7/1/2020,-0.0086,0.0286,-0.0181,-0.0111,-0.0178,0.0263,0.0169,0.0723,-0.0535,0.102,139570,29.35,258.723,118,122.1,174.74,358.9,1398952,965,1477,0,179.374,145,47,148.6,-0.9
8/1/2020,0.0677,0.0747,-0.0521,0.0383,0.0562,0.0352,0.0755,0.0705,0.0763,0.084,141063,29.45,259.681,118.4,123.1,174.26,358.9,1410438,994,1361,0,179.164,128,22,148.6,2.2
9/1/2020,0.0453,0.0931,-0.0147,0.0332,0.0182,0.0799,0.0382,0.1137,-0.0285,0.079,141735,29.46,260.209,118.9,123.3,174.75,358.9,1414027,959,1440,0,177.631,97,27,150.4,-0.7
