Date,CS_Mnth,CS_Qtr,CS_Ann,CD_Mnth,CD_Qtr,CD_Ann,Enrgy_Mnth,Enrgy_Qtr,Enrgy_Ann,Fncl_Mnth,Fncl_Qtr,Fncl_Ann,HlthC_Mnth,HlthC_Qtr,HlthC_Ann,Indstrl_Mnth,Indstrl_Qtr,Indstrl_Ann,Mtrls_Mnth,Mtrls_Qtr,Mtrls_Ann,Tech_Mnth,Tech_Qtr,Tech_Ann,Util_Mnth,Util_Qtr,Util_Ann,Unempl,Jobs_Non-Farm (000s),Hrly_Wages,CPI_urban,PPI_Commodity,Imp_Exp _Indx,haircut_price,cardboard_pice,"SB (AFC=0,NFC=1,AFL=2)",Cosmetics_index,bodies,unidentified_bodies,underwear,beer_prct_change,Cnstrct_InPlace ($mms),Houses_Sold (000s),House_starts (000s)
8/1/2018,0.0411,0.0627,-0.0356,0.0264,0.0776,0.2155,0.0138,0.041,0.1469,0.0667,0.027,0.1136,0.0708,0.0818,0.1085,0.0782,0.0627,0.1208,0.0338,0.0511,0.0862,0.0372,0.0927,0.2433,0.0096,0.018,-0.0152,0.038,149268,27.22,251.905,116.5,127.6,161.73,362.5,1,185.514,78,17,146.2,-0.8,1332656,598,1274
9/1/2018,0.0056,0.0785,-0.0202,0.0489,0.0999,0.2997,-0.0218,-0.0197,0.1857,0.005,0.0276,0.1431,0.043,0.1204,0.1387,0.0023,0.0259,0.1195,-0.0082,0.0085,0.0697,0.0535,0.0693,0.2759,0.0198,0.0525,-0.0276,0.037,149348,27.31,252.261,116.7,127.7,161.87,363.4,1,185.224,79,23,146.2,1.5,1316355,596,1234
10/1/2018,0.0056,0.0528,0.0006,0.0092,0.0866,0.3074,0.0166,0.0081,0.1221,-0.0187,0.052,0.0748,0.0303,0.1507,0.1652,0.0332,0.1166,0.1182,-0.0145,0.0104,0.0268,0.0074,0.1008,0.2795,-0.0194,0.0096,-0.01,0.038,149549,27.36,252.777,117.5,128.3,162.77,363.4,1,184.692,74,31,146.2,0.1,1301777,552,1205
11/1/2018,0.0207,0.0322,0.0355,-0.1027,-0.0501,0.1464,-0.1147,-0.1197,-0.0149,-0.0501,-0.0633,-0.0135,-0.0682,0.0014,0.0954,-0.1158,-0.0843,-0.022,-0.0803,-0.1012,-0.0966,-0.0846,-0.0284,0.0972,0.0244,0.0244,-0.0261,0.037,149683,27.44,252.662,117.4,126.2,162.93,361.8,1,184.545,67,20,146.2,0.6,1287767,614,1195
12/1/2018,0.0241,0.0512,0.0095,0.0417,-0.0567,0.1415,0.0048,-0.0957,-0.0283,0.0383,-0.0322,-0.0073,0.0765,0.0335,0.1484,0.0533,-0.0378,-0.0063,0.0405,-0.057,-0.0659,0.0035,-0.0746,0.0976,0.0305,0.0351,-0.0243,0.039,149865,27.54,252.653,117.3,124.4,163.66,361.8,1,184.126,85,22,146.2,-0.1,1289604,564,1107
1/1/2019,-0.1102,-0.0698,-0.1178,-0.117,-0.1746,-0.0181,-0.1653,-0.2576,-0.2228,-0.1422,-0.1539,-0.1645,-0.1109,-0.1082,0.0264,-0.1414,-0.2004,-0.1641,-0.1069,-0.1454,-0.1819,-0.1282,-0.1992,-0.0545,-0.0487,0.0042,0.0008,0.04,150134,27.58,252.55,117,124.6,163.86,361.5,1,184.632,83,33,146.2,-0.1,1314616,637,1260
2/1/2019,0.0659,-0.0287,-0.0703,0.1082,0.0194,0.0066,0.1423,-0.0421,-0.1398,0.1069,-0.014,-0.1247,0.0657,0.02,0.0344,0.1343,0.0258,-0.0914,0.0711,-0.0047,-0.147,0.0922,-0.0445,-0.0277,0.0345,0.0141,0.0696,0.038,150135,27.69,253.181,117.2,125.9,164.32,361.5,0,183.43,85,19,146.2,0.2,1324229,665,1124
3/1/2019,0.0177,-0.0347,0.0229,0.0302,0.0082,0.0665,0.0175,-0.0299,-0.016,0.0296,-0.0223,-0.0738,0.0159,-0.0375,0.098,0.0685,0.0406,0.003,0.0399,-0.0052,-0.0696,0.0771,0.0256,0.0452,0.0458,0.0292,0.1601,0.038,150282,27.76,254.095,117.7,126.6,164.54,361.8,0,182.898,75,24,146.2,0.8,1337504,700,1191
4/1/2019,0.0316,0.119,0.0715,0.0329,0.1793,0.1399,0.0146,0.1793,-0.0088,-0.031,0.1044,-0.0598,0.001,0.0837,0.1388,-0.0155,0.1932,0.0223,0.0079,0.1227,-0.0152,0.0462,0.2308,0.1467,0.02,0.1036,0.1492,0.036,150492,27.81,254.943,118.2,126.8,164.41,360.8,0,183.312,88,23,147.2,-0.4,1356014,664,1262
5/1/2019,0.0277,0.079,0.1496,0.0479,0.1152,0.1636,-0.0065,0.0257,-0.0995,0.0822,0.0797,0.0241,-0.0317,-0.0154,0.0879,0.0334,0.0871,0.0851,0.0293,0.079,0.0146,0.064,0.1989,0.2162,0.0064,0.0735,0.1354,0.036,150577,27.87,255.167,118.4,127,164.4,360.8,0,182.107,87,35,148.3,-0.1,1352895,600,1260
6/1/2019,-0.0362,0.0218,0.1183,-0.0798,-0.004,0.0419,-0.1052,-0.098,-0.2243,-0.0742,-0.0292,-0.056,-0.0226,-0.0527,0.0558,-0.0808,-0.0648,-0.0393,-0.0805,-0.046,-0.0974,-0.0943,0.0081,0.0232,-0.0017,0.0247,0.149,0.037,150759,27.96,255.402,118.2,125.6,164.71,360.8,0,182.115,96,24,148.3,1.1,1354080,726,1223
7/1/2019,0.0481,0.0382,0.1378,0.0907,0.0518,0.1124,0.0901,-0.0309,-0.1447,0.0751,0.0772,0.0588,0.0688,0.0115,0.1249,0.0851,0.0308,0.0982,0.114,0.0544,0.0222,0.1088,0.0684,0.1591,0.021,0.0258,0.1477,0.037,150953,28.05,256.087,118.5,125.6,165.53,360.8,0,183.13,95,45,148.3,0.4,1366042,661,1208
8/1/2019,0.0211,0.0315,0.1159,0.002,0.0057,0.0859,-0.0386,-0.0623,-0.1889,0.0111,0.0064,0.0036,-0.0238,0.0198,0.0255,-0.0047,-0.0073,0.0137,-0.0112,0.0129,-0.0223,0.0135,0.0177,0.1327,-0.0037,0.0155,0.1326,0.037,151160,28.16,256.294,118.6,124.9,166.2,363.4,0,184.129,87,31,148.3,0.6,1378956,706,1368
9/1/2019,0.0144,0.0857,0.1257,-0.016,0.0754,0.0187,-0.0881,-0.0443,-0.2438,-0.0542,0.0281,-0.0555,-0.0118,0.031,-0.0284,-0.034,0.0432,-0.023,-0.0347,0.0633,-0.0484,-0.0252,0.0954,0.0481,0.0523,0.0705,0.1687,0.035,151368,28.16,256.593,118.3,125,166.36,362.8,0,183.76,86,37,148.3,-0.4,1393304,726,1262
10/1/2019,0.0164,0.0528,0.1378,0.0166,0.0022,0.026,0.0504,-0.0791,-0.2186,0.0536,0.0075,0.0141,0.0033,-0.0321,-0.0538,0.0382,-0.0018,-0.0183,0.0363,-0.0109,0.0007,0.0256,0.0133,0.067,0.0313,0.0813,0.2292,0.036,151553,28.24,257.229,118.7,124.5,166.83,363,0,183.061,103,31,148.3,-0.4,1386826,706,1330
11/1/2019,-0.0029,0.028,0.1114,0.0041,0.0043,0.1481,-0.0194,-0.0606,-0.1345,0.0281,0.0244,0.0975,0.0541,0.0451,0.0703,0.0148,0.0178,0.1267,0.0034,0.0038,0.0918,0.0378,0.0376,0.2097,-0.0036,0.0814,0.1956,0.035,151814,28.34,257.824,118.6,124.7,167.6,363,0,182.375,122,38,148.3,1.1,1405510,696,1361
12/1/2019,0.01,0.0235,0.096,0.0088,0.0297,0.1119,0.0144,0.0449,-0.1261,0.0443,0.1311,0.1038,0.0465,0.1068,0.0405,0.0376,0.0932,0.1099,0.0248,0.0656,0.0753,0.0506,0.1183,0.2665,-0.024,0.003,0.1325,0.035,151998,28.37,258.444,118.9,125,168.08,362.9,0,178.974,119,43,148.3,0.5,1410267,731,1568
1/1/2020,0.0197,0.0269,0.256,0.0299,0.0432,0.2969,0.0228,0.0175,0.0709,0.0228,0.0981,0.3161,0.0249,0.1306,0.1995,0.0002,0.0531,0.2929,0.0315,0.0607,0.2421,0.0488,0.1435,0.5236,0.0316,0.0033,0.228,0.036,152212,28.43,258.82,119.2,125.2,169.22,359.9,0,179.656,137,45,148.3,1,1437719,774,1612
2/1/2020,0.0049,0.0349,0.1841,-0.0015,0.0375,0.1685,-0.117,-0.0838,-0.1722,-0.0233,0.0432,0.1613,-0.0229,0.048,0.0997,-0.0061,0.0315,0.133,-0.0644,-0.0109,0.085,0.0318,0.1369,0.4393,0.0674,0.0747,0.267,0.035,152463,28.52,259.05,118.6,124.3,169.76,359.7,0,181.381,118,59,148.6,0.6,1441145,716,1564
3/1/2020,-0.0836,-0.0609,0.0662,-0.0781,-0.0519,0.0456,-0.1328,-0.2168,-0.2945,-0.117,-0.1179,-0.0041,-0.072,-0.0707,0.0046,-0.0932,-0.0985,-0.0385,-0.08,-0.1121,-0.0402,-0.0574,0.02,0.2596,-0.0954,-0.004,0.0959,0.044,151090,28.69,257.953,118.1,121.3,169.9,359.1,0,181.669,213,42,148.6,17,1436727,612,1266
4/1/2020,-0.0881,-0.1602,-0.0575,-0.1879,-0.2524,-0.1779,-0.3924,-0.5347,-0.5775,-0.2598,-0.3616,-0.2392,-0.0758,-0.162,-0.0725,-0.2376,-0.3129,-0.2554,-0.1847,-0.2982,-0.2237,-0.1375,-0.1612,0.0384,-0.1485,-0.1778,-0.0851,0.147,130303,30.03,255.902,116.6,118.2,169.9,358.9,0,180.95,753,51,148.6,-7.4,1387936,570,932
5/1/2020,0.0934,-0.0863,0.0028,0.1979,-0.1032,-0.0603,0.3236,-0.3026,-0.4372,0.1283,-0.2625,-0.2068,0.1515,-0.0124,0.103,0.1188,-0.2265,-0.1939,0.1749,-0.1188,-0.1139,0.1522,-0.0633,0.1245,0.0633,-0.1809,-0.0333,0.133,133028,29.7,255.768,117.2,119,170.17,358.9,0,179.553,260,43,148.6,8.6,1369363,698,1035
6/1/2020,0.0228,0.0198,0.0641,0.1002,0.0702,0.1235,0.0398,-0.1638,-0.346,0.0562,-0.1179,-0.0951,0.0382,0.1049,0.1717,0.0717,-0.0859,-0.0602,0.0881,0.0423,0.0486,0.0907,0.0839,0.3543,0.0544,-0.0453,0.021,0.111,137809,29.32,257.214,117.5,120.6,172.08,358.9,0,178.426,133,43,148.6,0,1383647,840,1263
7/1/2020,-0.0086,0.1087,0.0065,0.0286,0.3555,0.0595,-0.0181,0.3514,-0.4109,-0.0111,0.1785,-0.1676,-0.0178,0.1743,0.0768,0.0263,0.2306,-0.1111,0.0169,0.3001,-0.0428,0.0723,0.3476,0.3098,-0.0535,0.0613,-0.0535,0.102,139570,29.35,258.723,118,122.1,174.74,358.9,0,179.374,145,47,148.6,-0.9,1398952,965,1477
8/1/2020,0.0677,0.0827,0.0525,0.0747,0.2161,0.1363,-0.0521,-0.0322,-0.4191,0.0383,0.0845,-0.1452,0.0562,0.0771,0.165,0.0352,0.1386,-0.0754,0.0755,0.1901,0.0412,0.0705,0.252,0.3834,0.0763,0.0742,0.0225,0.084,141063,29.45,259.681,118.4,123.1,174.26,358.9,0,179.164,128,22,148.6,2.2,1410438,994,1361
9/1/2020,0.0453,0.1065,0.0845,0.0931,0.2082,0.2623,-0.0147,-0.0829,-0.3724,0.0332,0.0609,-0.0663,0.0182,0.0563,0.2004,0.0799,0.1473,0.0336,0.0382,0.1356,0.1198,0.1137,0.2784,0.5806,-0.0285,-0.0102,-0.0559,0.079,141735,29.46,260.209,118.9,123.3,174.75,358.9,0,177.631,97,27,150.4,-0.7,1414027,959,1440
